generation,algorithm,fitness_mode,fitness_priority,fitness_score,primary_fitness,weighted_error,missing_jackpot,jackpot_spins,jackpot_probability,symbol_concentration,win_rate_shortfall,rtp_error,rtp,win_rate
132,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
133,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
134,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
135,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
136,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
137,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
138,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
139,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
140,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
141,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
142,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
143,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
144,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
145,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
146,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
147,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
148,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
149,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(4.9259259259259345, 3.1481481481481555, 0, 9.122807017543863)",17.196881091617954,17.196881091617954,0,32,0.018518518518518517,0.4490740740740741,0.031481481481481555,0.059259259259259345,1.0092592592592593,0.5185185185185185
150,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.7592592592592604, 7.777777777777783, 0, 8.596491228070175)",17.133528265107216,17.133528265107216,0,32,0.018518518518518517,0.4351851851851852,0.07777777777777783,0.017592592592592604,0.9675925925925926,0.4722222222222222
151,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.7592592592592604, 7.777777777777783, 0, 8.596491228070175)",17.133528265107216,17.133528265107216,0,32,0.018518518518518517,0.4351851851851852,0.07777777777777783,0.017592592592592604,0.9675925925925926,0.4722222222222222
152,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.7592592592592604, 7.777777777777783, 0, 8.596491228070175)",17.133528265107216,17.133528265107216,0,32,0.018518518518518517,0.4351851851851852,0.07777777777777783,0.017592592592592604,0.9675925925925926,0.4722222222222222
153,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.7592592592592604, 7.777777777777783, 0, 8.596491228070175)",17.133528265107216,17.133528265107216,0,32,0.018518518518518517,0.4351851851851852,0.07777777777777783,0.017592592592592604,0.9675925925925926,0.4722222222222222
154,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.7592592592592604, 7.777777777777783, 0, 8.596491228070175)",17.133528265107216,17.133528265107216,0,32,0.018518518518518517,0.4351851851851852,0.07777777777777783,0.017592592592592604,0.9675925925925926,0.4722222222222222
155,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(2.333333333333332, 3.2638888888888884, 1, 10.000000000000004)",16.597222222222225,16.597222222222225,1,0,0.0,0.47222222222222227,0.032638888888888884,0.033333333333333326,0.9166666666666666,0.5173611111111112
156,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(1.2222222222222254, 3.6111111111111205, 0, 8.771929824561404)",13.60526315789475,13.60526315789475,0,24,0.013888888888888888,0.4398148148148148,0.036111111111111205,0.022222222222222254,0.9722222222222222,0.5138888888888888
157,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(1.2222222222222254, 3.6111111111111205, 0, 8.771929824561404)",13.60526315789475,13.60526315789475,0,24,0.013888888888888888,0.4398148148148148,0.036111111111111205,0.022222222222222254,0.9722222222222222,0.5138888888888888
158,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(1.2222222222222254, 3.6111111111111205, 0, 8.771929824561404)",13.60526315789475,13.60526315789475,0,24,0.013888888888888888,0.4398148148148148,0.036111111111111205,0.022222222222222254,0.9722222222222222,0.5138888888888888
159,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
160,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
161,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
162,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
163,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
164,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
165,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
166,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
167,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
168,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
169,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.9444444444444375, 0.0, 1, 11.052631578947368)",12.997076023391806,12.997076023391806,1,0,0.0,0.5,0,0.019444444444444375,0.9305555555555556,0.5555555555555556
170,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.0, 0.0, 0, 11.228070175438596)",11.228070175438596,11.228070175438596,0,24,0.013888888888888888,0.5046296296296297,0,0.008333333333333415,0.9583333333333334,0.5694444444444444
171,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.0, 0.0, 0, 11.228070175438596)",11.228070175438596,11.228070175438596,0,24,0.013888888888888888,0.5046296296296297,0,0.008333333333333415,0.9583333333333334,0.5694444444444444
172,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.0, 0.0, 0, 11.228070175438596)",11.228070175438596,11.228070175438596,0,24,0.013888888888888888,0.5046296296296297,0,0.008333333333333415,0.9583333333333334,0.5694444444444444
173,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.0, 0.0, 0, 11.228070175438596)",11.228070175438596,11.228070175438596,0,24,0.013888888888888888,0.5046296296296297,0,0.008333333333333415,0.9583333333333334,0.5694444444444444
174,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.0, 0.0, 0, 11.228070175438596)",11.228070175438596,11.228070175438596,0,24,0.013888888888888888,0.5046296296296297,0,0.008333333333333415,0.9583333333333334,0.5694444444444444
175,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.0, 0.0, 0, 11.228070175438596)",11.228070175438596,11.228070175438596,0,24,0.013888888888888888,0.5046296296296297,0,0.008333333333333415,0.9583333333333334,0.5694444444444444
176,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.0, 0.0, 0, 11.228070175438596)",11.228070175438596,11.228070175438596,0,24,0.013888888888888888,0.5046296296296297,0,0.008333333333333415,0.9583333333333334,0.5694444444444444
177,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
178,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
179,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
180,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
181,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
182,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
183,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
184,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
185,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
186,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
187,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
188,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
189,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
190,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
191,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
192,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
193,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
194,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
195,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
196,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
197,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
198,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
199,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
200,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
201,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
202,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
203,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
204,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
205,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
206,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
207,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
208,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
209,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
210,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
211,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
212,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
213,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
214,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
215,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
216,NSGA-II,multi-objective,rtp_violation_penalty>win_rate_shortfall_penalty>missing_jackpot_penalty>symbol_concentration_penalty,"(0.01851851851851858, 0.0, 0, 10.35087719298246)",10.36939571150098,10.36939571150098,0,8,0.004629629629629629,0.48148148148148157,0,0.010185185185185186,0.9398148148148148,0.5636574074074074
